,Removal_Reason,State,ABO,To_Date,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,removal_category
2894,Condition Improved,Kentucky,O,10,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Other
2895,Condition Improved,Kentucky,A,8,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Other
2896,Condition Improved,Kentucky,B,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2897,Condition Improved,Kentucky,AB,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Other
2898,Condition Improved,Louisiana,All ABO,79,3,2,8,9,2,3,4,6,5,2,2,5,1,7,8,2,2,2,1,0,1,2,0,1,1,0,Other
2899,Condition Improved,Louisiana,O,41,3,1,4,6,2,1,2,3,2,2,0,3,1,3,3,0,1,2,1,0,1,0,0,0,0,0,Other
2900,Condition Improved,Louisiana,A,30,0,0,2,2,0,1,2,3,3,0,2,2,0,3,4,2,1,0,0,0,0,2,0,0,1,0,Other
2901,Condition Improved,Louisiana,B,5,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other
2902,Condition Improved,Louisiana,AB,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Other
2903,Condition Improved,Maine,All ABO,4,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Other
2904,Condition Improved,Maine,O,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Other
2905,Condition Improved,Maine,AB,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2906,Condition Improved,Maryland,All ABO,74,2,3,1,1,3,3,3,5,6,1,0,1,5,0,2,0,4,2,0,3,7,12,1,5,4,0,Other
2907,Condition Improved,Maryland,O,31,0,1,1,1,1,2,1,3,1,0,0,0,3,0,1,0,2,1,0,2,5,3,0,2,1,0,Other
2908,Condition Improved,Maryland,A,24,1,1,0,0,1,1,1,1,4,1,0,1,2,0,0,0,1,1,0,1,2,4,0,1,0,0,Other
2909,Condition Improved,Maryland,B,16,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,3,0,Other
2910,Condition Improved,Maryland,AB,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Other
2911,Condition Improved,Massachusetts,All ABO,76,3,5,4,8,5,0,5,4,4,5,5,2,3,1,5,3,2,1,3,1,0,3,2,0,1,1,Other
2912,Condition Improved,Massachusetts,O,40,2,5,1,4,3,0,2,3,3,4,3,0,1,1,2,0,1,1,0,1,0,2,1,0,0,0,Other
2913,Condition Improved,Massachusetts,A,26,1,0,3,4,2,0,3,1,1,0,2,1,1,0,1,2,0,0,3,0,0,0,1,0,0,0,Other
2914,Condition Improved,Massachusetts,B,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,1,1,Other
2915,Condition Improved,Massachusetts,AB,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Other
2916,Condition Improved,Michigan,All ABO,121,5,3,11,11,9,8,2,8,4,5,3,7,2,6,5,1,5,2,2,3,2,2,3,6,3,3,Other
2917,Condition Improved,Michigan,O,52,1,2,5,5,3,5,0,4,3,2,3,3,0,2,0,1,3,0,0,2,1,1,3,1,1,1,Other
2918,Condition Improved,Michigan,A,47,3,0,4,5,5,3,2,4,1,3,0,1,1,2,3,0,1,1,1,1,1,0,0,3,1,1,Other
2919,Condition Improved,Michigan,B,19,1,1,1,1,1,0,0,0,0,0,0,3,0,2,2,0,1,0,1,0,0,1,0,2,1,1,Other
2920,Condition Improved,Michigan,AB,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Other
2921,Condition Improved,Minnesota,All ABO,131,6,10,3,8,10,4,7,13,2,11,4,4,4,5,4,3,0,6,5,3,5,4,2,2,4,2,Other
2922,Condition Improved,Minnesota,O,69,2,4,2,6,4,4,4,5,1,5,3,1,2,3,2,0,0,4,3,2,2,3,2,1,3,1,Other
2923,Condition Improved,Minnesota,A,47,2,4,1,1,4,0,3,6,1,6,1,1,1,2,1,2,0,2,1,1,3,1,0,1,1,1,Other
2924,Condition Improved,Minnesota,B,10,1,1,0,1,2,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Other
2925,Condition Improved,Minnesota,AB,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Other
2926,Condition Improved,Mississippi,All ABO,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,Other
2927,Condition Improved,Mississippi,O,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Other
2928,Condition Improved,Mississippi,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Other
2929,Condition Improved,Mississippi,B,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other
2930,Condition Improved,Missouri,All ABO,61,4,10,5,2,0,4,0,2,2,2,2,4,3,5,4,3,1,1,1,0,0,0,1,2,1,2,Other
2931,Condition Improved,Missouri,O,31,1,5,3,1,0,3,0,1,1,1,1,1,2,5,1,1,1,0,0,0,0,0,1,1,0,1,Other
2932,Condition Improved,Missouri,A,19,0,4,1,0,0,0,0,1,1,1,1,2,1,0,1,1,0,1,1,0,0,0,0,1,1,1,Other
2933,Condition Improved,Missouri,B,7,2,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Other
2934,Condition Improved,Missouri,AB,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other
2935,Condition Improved,Nebraska,All ABO,52,1,2,1,3,7,4,7,1,2,7,1,3,1,0,2,0,1,0,1,1,0,3,2,0,1,1,Other
2936,Condition Improved,Nebraska,O,24,0,1,1,1,2,2,6,0,2,3,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,Other
2937,Condition Improved,Nebraska,A,19,1,1,0,2,3,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,Other
2938,Condition Improved,Nebraska,B,9,0,0,0,0,2,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,Other
2939,Condition Improved,Nevada,All ABO,12,0,0,0,3,0,0,0,0,1,0,0,0,4,0,0,0,1,0,1,2,0,0,0,0,0,0,Other
2940,Condition Improved,Nevada,O,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,Other
2941,Condition Improved,Nevada,A,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2942,Condition Improved,Nevada,B,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2943,Condition Improved,Nevada,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Other
2944,Condition Improved,New Hampshire,All ABO,12,0,0,0,0,1,1,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Other
2945,Condition Improved,New Hampshire,O,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other
2946,Condition Improved,New Hampshire,A,5,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Other
2947,Condition Improved,New Hampshire,B,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2948,Condition Improved,New Hampshire,AB,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2949,Condition Improved,New Jersey,All ABO,91,4,2,3,7,6,18,9,6,3,3,4,7,4,2,2,4,1,2,0,1,1,0,2,0,0,0,Other
2950,Condition Improved,New Jersey,O,35,3,1,2,1,2,4,2,4,2,3,0,4,3,1,0,2,0,0,0,0,0,0,1,0,0,0,Other
2951,Condition Improved,New Jersey,A,34,1,0,0,2,2,11,3,1,1,0,2,2,0,0,1,2,1,2,0,1,1,0,1,0,0,0,Other
2952,Condition Improved,New Jersey,B,19,0,1,1,3,1,3,4,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Other
2953,Condition Improved,New Jersey,AB,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other
2954,Condition Improved,New Mexico,All ABO,6,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Other
2955,Condition Improved,New Mexico,O,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Other
2956,Condition Improved,New Mexico,A,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2957,Condition Improved,New Mexico,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2958,Condition Improved,New Mexico,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2959,Condition Improved,New York,All ABO,142,13,3,8,7,2,8,7,12,8,7,6,6,7,5,2,5,4,1,0,2,15,3,6,2,2,1,Other
2960,Condition Improved,New York,O,79,7,2,4,4,1,1,2,8,4,3,4,3,5,4,0,5,2,1,0,2,8,3,4,1,0,1,Other
2961,Condition Improved,New York,A,40,6,1,3,2,1,4,2,1,4,2,1,3,1,1,0,0,2,0,0,0,3,0,1,0,2,0,Other
2962,Condition Improved,New York,B,16,0,0,0,1,0,3,3,1,0,0,1,0,0,0,2,0,0,0,0,0,3,0,1,1,0,0,Other
2963,Condition Improved,New York,AB,7,0,0,1,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Other
2964,Condition Improved,North Carolina,All ABO,96,4,10,3,8,15,9,8,7,6,4,2,4,4,1,1,0,1,2,2,0,1,1,1,1,0,1,Other
2965,Condition Improved,North Carolina,O,45,2,4,1,2,8,5,4,4,3,2,1,1,2,0,1,0,0,1,1,0,1,1,1,0,0,0,Other
2966,Condition Improved,North Carolina,A,35,2,6,1,6,4,3,3,3,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,Other
2967,Condition Improved,North Carolina,B,14,0,0,1,0,3,1,1,0,1,1,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Other
2968,Condition Improved,North Carolina,AB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Other
2969,Condition Improved,North Dakota,All ABO,11,0,0,0,1,2,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Other
2970,Condition Improved,North Dakota,O,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2971,Condition Improved,North Dakota,A,6,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Other
2972,Condition Improved,North Dakota,B,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2973,Condition Improved,Ohio,All ABO,83,2,4,2,2,8,6,9,3,6,0,3,6,9,4,0,4,0,3,0,2,3,2,1,1,3,0,Other
2974,Condition Improved,Ohio,O,38,1,3,0,0,0,3,3,1,5,0,1,3,3,4,0,2,0,3,0,1,1,1,1,0,2,0,Other
2975,Condition Improved,Ohio,A,30,0,0,1,2,5,2,4,2,1,0,1,1,5,0,0,1,0,0,0,1,2,0,0,1,1,0,Other
2976,Condition Improved,Ohio,B,12,1,1,1,0,2,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Other
2977,Condition Improved,Ohio,AB,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other
2978,Condition Improved,Oklahoma,All ABO,36,1,3,1,2,4,1,7,1,2,0,0,1,1,0,1,2,1,0,0,0,1,2,1,1,1,2,Other
2979,Condition Improved,Oklahoma,O,17,1,1,0,0,3,1,3,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,Other
2980,Condition Improved,Oklahoma,A,13,0,2,1,1,0,0,2,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,0,0,Other
2981,Condition Improved,Oklahoma,B,5,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Other
2982,Condition Improved,Oklahoma,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other
2983,Condition Improved,Oregon,All ABO,15,0,0,1,2,1,1,3,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,Other
2984,Condition Improved,Oregon,O,6,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2985,Condition Improved,Oregon,A,6,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Other
2986,Condition Improved,Oregon,B,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2987,Condition Improved,Oregon,AB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Other
2988,Condition Improved,Pennsylvania,All ABO,260,6,13,12,9,27,29,19,12,10,13,11,10,10,8,6,8,10,7,4,6,7,7,2,5,4,5,Other
2989,Condition Improved,Pennsylvania,O,118,0,9,4,2,14,15,7,8,5,4,5,8,5,3,2,3,3,4,1,4,2,3,2,1,2,2,Other
2990,Condition Improved,Pennsylvania,A,97,2,2,5,4,10,10,11,3,2,7,5,2,4,3,3,4,6,2,2,1,3,1,0,2,0,3,Other
2991,Condition Improved,Pennsylvania,B,36,4,2,2,3,3,3,0,1,3,2,1,0,1,2,0,1,1,1,1,1,1,0,0,1,2,0,Other
2992,Condition Improved,Pennsylvania,AB,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,Other
2993,Condition Improved,Puerto Rico,All ABO,5,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2994,Condition Improved,Puerto Rico,O,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2995,Condition Improved,Puerto Rico,A,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2996,Condition Improved,Rhode Island,All ABO,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2997,Condition Improved,Rhode Island,O,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2998,Condition Improved,South Carolina,All ABO,41,1,3,8,4,1,4,6,3,1,0,1,0,1,1,0,1,2,0,1,0,0,1,0,1,1,0,Other
2999,Condition Improved,South Carolina,O,16,0,0,3,1,1,1,5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,Other
3000,Condition Improved,South Carolina,A,15,1,2,2,3,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Other
3001,Condition Improved,South Carolina,B,7,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Other
3002,Condition Improved,South Carolina,AB,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other
3003,Condition Improved,South Dakota,All ABO,6,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Other
3004,Condition Improved,South Dakota,O,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
3005,Condition Improved,South Dakota,A,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
3006,Condition Improved,South Dakota,B,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other
3007,Condition Improved,Tennessee,All ABO,74,3,4,5,4,3,9,6,4,3,5,3,5,7,3,0,2,2,1,2,1,0,0,0,2,1,0,Other
3008,Condition Improved,Tennessee,O,38,3,2,1,3,0,5,4,2,1,3,1,4,2,1,0,0,1,1,1,1,0,0,0,1,1,0,Other
3009,Condition Improved,Tennessee,A,25,0,1,3,1,2,1,1,2,1,1,1,1,5,2,0,1,0,0,1,0,0,0,0,1,0,0,Other
3010,Condition Improved,Tennessee,B,10,0,1,0,0,1,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Other
3011,Condition Improved,Tennessee,AB,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
3012,Condition Improved,Texas,All ABO,286,14,23,23,26,13,22,19,15,20,22,17,10,11,8,8,7,2,3,3,3,2,1,5,2,4,6,Other
3013,Condition Improved,Texas,O,146,6,13,10,15,9,12,7,8,11,10,6,5,5,3,5,5,1,2,0,3,1,1,4,0,3,2,Other
3014,Condition Improved,Texas,A,97,4,8,10,7,4,5,8,7,7,8,6,3,4,4,3,2,1,1,2,0,0,0,0,2,1,2,Other
3015,Condition Improved,Texas,B,34,3,1,3,4,0,4,3,0,2,3,3,2,1,0,0,0,0,0,1,0,1,0,1,0,0,2,Other
3016,Condition Improved,Texas,AB,9,1,1,0,0,0,1,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Other
3017,Condition Improved,Utah,All ABO,9,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,Other
3018,Condition Improved,Utah,O,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Other
3019,Condition Improved,Utah,A,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
3020,Condition Improved,Utah,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Other
3021,Condition Improved,Vermont,All ABO,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
3022,Condition Improved,Vermont,O,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
3023,Condition Improved,Vermont,A,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
3024,Condition Improved,Virginia,All ABO,48,0,3,8,2,3,1,2,1,1,4,2,3,5,3,0,2,1,2,3,0,0,1,0,1,0,0,Other
3025,Condition Improved,Virginia,O,22,0,3,3,2,0,1,0,0,0,2,1,2,4,1,0,0,0,1,1,0,0,0,0,1,0,0,Other
3026,Condition Improved,Virginia,A,18,0,0,3,0,2,0,2,1,0,1,1,1,1,1,0,1,1,0,2,0,0,1,0,0,0,0,Other
3027,Condition Improved,Virginia,B,7,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,Other
3028,Condition Improved,Virginia,AB,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
3029,Condition Improved,Washington,All ABO,58,3,11,12,6,4,1,2,3,2,2,0,1,0,0,2,2,2,1,1,1,0,0,0,2,0,0,Other
3030,Condition Improved,Washington,O,24,2,9,4,0,0,1,0,0,1,0,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,Other
3031,Condition Improved,Washington,A,26,1,2,7,4,3,0,0,3,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Other
3032,Condition Improved,Washington,B,7,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Other
3033,Condition Improved,Washington,AB,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
3034,Condition Improved,West Virginia,All ABO,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
3035,Condition Improved,West Virginia,O,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
3036,Condition Improved,West Virginia,A,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
3037,Condition Improved,Wisconsin,All ABO,102,4,11,7,7,5,5,2,6,6,3,4,5,9,6,1,2,6,3,0,1,0,1,2,2,3,1,Other
3038,Condition Improved,Wisconsin,O,42,1,3,4,2,3,2,0,4,4,2,2,1,3,4,0,0,1,3,0,1,0,0,0,1,1,0,Other
3039,Condition Improved,Wisconsin,A,44,2,6,2,3,2,3,1,2,0,1,2,3,5,0,1,0,5,0,0,0,0,1,2,1,1,1,Other
3040,Condition Improved,Wisconsin,B,12,1,2,1,0,0,0,1,0,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,Other
3041,Condition Improved,Wisconsin,AB,4,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
3042,Too Sick to Transplant,All Center States,All ABO,"53,406","3,523","4,228","4,394","4,706","4,656","4,376","3,616","3,078","2,668","2,465","2,108","1,940","1,597","1,345","1,194","1,077",907,910,938,855,792,767,715,689,600,405,Died/Too Sick
3043,Too Sick to Transplant,All Center States,O,"27,203","1,804","2,199","2,265","2,440","2,421","2,240","1,840","1,561","1,316","1,243","1,086","1,000",812,629,621,531,449,470,460,431,383,396,357,341,311,173,Died/Too Sick
3044,Too Sick to Transplant,All Center States,A,"16,084",995,"1,247","1,300","1,370","1,407","1,298","1,153",923,849,753,645,571,484,427,346,323,271,255,294,261,238,224,220,216,191,131,Died/Too Sick
3045,Too Sick to Transplant,All Center States,B,"8,575",624,679,705,747,692,710,530,499,422,390,315,315,258,246,190,192,160,163,159,136,150,130,118,110,87,80,Died/Too Sick
3046,Too Sick to Transplant,All Center States,AB,"1,544",100,103,124,149,136,128,93,95,81,79,62,54,43,43,37,31,27,22,25,27,21,17,20,22,11,21,Died/Too Sick
3047,Too Sick to Transplant,Alabama,All ABO,823,30,52,46,66,69,8,28,36,56,44,38,36,24,17,18,26,23,43,29,26,25,22,16,15,23,13,Died/Too Sick
3048,Too Sick to Transplant,Alabama,O,378,19,28,21,24,28,5,11,25,19,22,18,16,15,7,7,7,9,15,16,11,13,10,7,8,12,5,Died/Too Sick
3049,Too Sick to Transplant,Alabama,A,244,5,12,15,21,30,1,11,5,19,13,5,10,7,5,6,12,8,16,11,6,8,5,2,4,8,3,Died/Too Sick
3050,Too Sick to Transplant,Alabama,B,163,5,11,9,12,9,2,5,5,12,8,13,7,1,5,5,6,5,11,1,7,4,7,6,3,1,5,Died/Too Sick
3051,Too Sick to Transplant,Alabama,AB,38,1,1,1,9,2,0,1,1,6,1,2,3,1,0,0,1,1,1,1,2,0,0,1,0,2,0,Died/Too Sick
3052,Too Sick to Transplant,Arizona,All ABO,961,79,109,49,49,39,54,79,28,41,35,39,38,27,37,36,18,23,30,27,35,16,12,14,24,22,11,Died/Too Sick
3053,Too Sick to Transplant,Arizona,O,572,52,69,26,22,22,31,46,18,29,18,24,26,16,25,26,13,12,18,16,18,10,8,5,11,14,5,Died/Too Sick
3054,Too Sick to Transplant,Arizona,A,280,18,27,16,20,9,20,26,7,8,14,10,8,7,7,8,2,7,8,7,14,5,4,8,10,7,4,Died/Too Sick
3055,Too Sick to Transplant,Arizona,B,92,8,11,7,7,6,3,5,3,3,1,4,3,4,5,2,2,4,2,4,3,1,0,1,2,1,1,Died/Too Sick
3056,Too Sick to Transplant,Arizona,AB,17,1,2,0,0,2,0,2,0,1,2,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,Died/Too Sick
3057,Too Sick to Transplant,Arkansas,All ABO,295,12,21,15,27,20,17,9,21,15,14,17,15,8,5,5,4,11,16,5,9,15,6,3,6,0,1,Died/Too Sick
3058,Too Sick to Transplant,Arkansas,O,168,8,14,9,15,10,10,4,11,5,8,8,12,5,2,4,2,7,7,3,6,10,5,2,3,0,0,Died/Too Sick
3059,Too Sick to Transplant,Arkansas,A,68,4,3,4,5,4,5,3,5,7,2,5,3,1,1,0,0,0,5,1,3,2,1,1,3,0,0,Died/Too Sick
3060,Too Sick to Transplant,Arkansas,B,56,0,4,2,5,6,2,2,5,3,4,3,0,2,2,1,2,4,4,1,0,3,0,0,0,0,1,Died/Too Sick
3061,Too Sick to Transplant,Arkansas,AB,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died/Too Sick
3062,Too Sick to Transplant,California,All ABO,"8,110",456,521,568,577,627,567,521,598,479,456,437,327,269,249,206,223,157,126,150,107,74,156,190,84,82,59,Died/Too Sick
3063,Too Sick to Transplant,California,O,"4,020",221,258,291,283,321,284,283,299,241,227,225,162,120,111,104,93,72,59,67,53,35,83,90,43,47,24,Died/Too Sick
3064,Too Sick to Transplant,California,A,"2,468",138,142,164,165,190,166,139,179,145,136,140,98,95,88,67,76,52,46,54,36,19,51,61,20,23,24,Died/Too Sick
3065,Too Sick to Transplant,California,B,"1,343",81,104,91,106,95,92,91,97,73,80,56,57,44,41,27,48,23,19,26,14,17,19,37,17,10,9,Died/Too Sick
3066,Too Sick to Transplant,California,AB,279,16,17,22,23,21,25,8,23,20,13,16,10,10,9,8,6,10,2,3,4,3,3,2,4,2,2,Died/Too Sick
3067,Too Sick to Transplant,Colorado,All ABO,712,34,59,113,105,76,38,37,30,30,12,14,14,11,12,8,14,10,11,15,21,7,7,13,11,7,5,Died/Too Sick
3068,Too Sick to Transplant,Colorado,O,359,20,28,56,54,38,18,16,14,17,9,5,7,7,5,4,9,6,4,6,9,5,5,7,4,3,3,Died/Too Sick
3069,Too Sick to Transplant,Colorado,A,246,12,21,42,33,24,10,16,11,10,2,7,5,3,5,3,3,3,6,4,8,2,1,6,5,4,1,Died/Too Sick
3070,Too Sick to Transplant,Colorado,B,87,2,6,12,14,14,6,5,4,3,0,2,2,1,2,1,1,1,1,5,3,0,1,0,1,0,1,Died/Too Sick
3071,Too Sick to Transplant,Colorado,AB,20,0,4,3,4,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Died/Too Sick
3072,Too Sick to Transplant,Connecticut,All ABO,499,52,50,58,83,36,26,27,26,22,29,9,2,1,6,5,9,7,7,1,10,6,3,2,16,9,1,Died/Too Sick
